兰州,103.584420659,36.1191745343,17.5219780219780220,5.7142857142857143
杭州,120.183062425,30.3307423978,21.7500000000000000,13.9313186813186813
北京,116.068296813,39.8922968887,19.2802197802197802,9.0000000000000000
上海,121.449713061,31.2535143977,20.8379120879120879,14.8296703296703297
乌鲁木齐,87.576079383,43.7822252036,12.2747252747252747,3.1675824175824176
香港,114.093184252,22.4280659909,26.0054945054945055,21.5961538461538462
郑州,113.651150642,34.7464192093,21.1703296703296703,11.5412087912087912
澳门,113.552553581,22.184709711,26.1095505617977528,21.0646067415730337
贵阳,106.668183381,26.4574856176,18.7005494505494505,12.0439560439560440
西安,108.967213466,34.276221246,19.8159340659340659,10.6923076923076923
南京,118.805713981,32.0851641858,20.7307692307692308,12.7884615384615385
呼和浩特,111.842855648,40.8958065302,13.7851239669421488,2.6005509641873278
石家庄,114.478252663,38.0333612473,19.8763736263736264,10.4615384615384615
长沙,112.947995764,28.1700818808,22.2170329670329670,15.0824175824175824
西宁,101.797439042,36.5937248286,14.2857142857142857,-0.47802197802197802198
沈阳,123.296260036,41.8016744624,15.5082417582417582,3.2170329670329670
济南,117.048353974,36.6085108426,20.4670329670329670,11.3681318681318681
拉萨,91.1632178976,29.7105597282,17.1840659340659341,3.6813186813186813
长春,125.261357358,43.9820408443,12.4560439560439560,1.7500000000000000
武汉,114.216652064,30.5794006512,21.6318681318681319,12.6346153846153846
重庆,106.519225022,29.4790732252,21.6456043956043956,15.8846153846153846
南宁,108.234036288,22.7485021363,26.3901098901098901,19.0357142857142857
南昌,115.893762253,28.6525285819,23.0054945054945055,15.8104395604395604
台北,121.50358486,25.008475846,25.8066298342541436,20.3729281767955801
广州,113.226755116,23.1832770959,26.7170329670329670,18.6785714285714286
太原,112.483119061,37.798487801,17.9285714285714286,5.1483516483516484
银川,106.1673243,38.5985925629,17.3516483516483516,5.0576923076923077
昆明,102.72691473,24.9695684445,22.5576923076923077,11.6456043956043956
成都,104.035634403,30.71431481,21.0302197802197802,13.3269230769230769
合肥,117.262334214,31.8384948639,21.0054945054945055,12.8131868131868132
天津,117.351108195,38.9258006402,19.7802197802197802,11.0109890109890110
厦门,118.08655943832,24.450277769199,25.5851648351648352,18.7664835164835165
哈尔滨,126.567056078,45.6938565538,10.7225274725274725,-0.07142857142857142857
海口,110.346274379,19.9701500776,28.5796703296703297,21.9972527472527473
